make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Opel Astra,Station wagon,14800,VAT deductible,27155.0,1.0,2022-03,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,100.0,Employee's car,12.0,Part leather,Black,1328.0,3.6,4.0,3.3,95.0
Opel Astra,Station wagon,14800,VAT nondeductible,23936.0,1.0,2022-05,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",6.0,1399.0,1.0,110.0,Used,24.0,Part leather,Black,1322.0,5.75,7.1,4.4,127.0
Opel Astra,Station wagon,14800,VAT deductible,24375.0,1.0,2022-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Navigation system,Park Distance Control,Power windows,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6.0,1598.0,1.0,100.0,Employee's car,12.0,Part leather,Black,1328.0,3.9,4.7,3.5,104.0
Opel Astra,Station wagon,14800,VAT nondeductible,28803.0,1.0,2022-05,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",6.0,1399.0,1.0,110.0,Used,24.0,Part leather,Black,1322.0,5.75,7.1,4.4,127.0
Opel Astra,Sedans,14790,VAT deductible,29502.0,1.0,2022-01,Yes,Green,metallic,4.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1399.0,1.0,92.0,Used,0.0,Cloth,Black,1427.0,5.4,7.1,4.4,128.0
Opel Astra,Sedans,14790,VAT deductible,5.0,1.0,2022-04,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating","Hands-free equipment,On-board computer",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,0.0,66.0,Demonstration,0.0,Cloth,Black,1273.0,4.7,5.4,4.2,107.0
Opel Astra,Sedans,14790,VAT deductible,13208.0,1.0,2022-03,Yes,Grey,metallic,5.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,1.0,77.0,Used,0.0,Cloth,Black,1308.0,4.4,5.2,3.9,102.0
Opel Astra,Sedans,14785,VAT nondeductible,14.0,0.0,2023-01,No,White,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Power windows,Rain sensor,Split rear seats","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,0.0,81.0,New,0.0,Cloth,Black,1350.0,3.7,4.2,3.3,107.0
Opel Astra,Station wagon,14100,VAT deductible,19555.0,1.0,2022-03,No,Silver,metallic,4.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,1.0,81.0,Used,0.0,Part leather,Black,1449.0,4.6,5.8,3.9,122.0
Opel Astra,Sedans,14750,VAT deductible,22000.0,1.0,2022-03,Yes,Brown,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,USB",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,998.0,1.0,77.0,Used,0.0,Cloth,Black,1308.0,4.4,5.4,3.9,102.0
Opel Astra,Sedans,14150,VAT nondeductible,14.0,0.0,2023-01,No,White,metallic,5.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats","Bluetooth,Hands-free equipment,Radio,USB","Alloy wheels,Voice Control","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,0.0,77.0,New,0.0,Cloth,Black,1263.0,4.3,5.1,3.8,107.0
Opel Astra,Sedans,14750,VAT deductible,21400.0,1.0,2022-03,Yes,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,998.0,1.0,77.0,Used,0.0,Cloth,Black,1308.0,4.4,5.4,3.9,102.0
Opel Astra,Sedans,13999,VAT deductible,9212.0,1.0,2022-03,No,Red,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Light sensor,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,1.0,81.0,Used,0.0,Cloth,Black,1503.0,3.7,3.9,3.5,97.0
Opel Astra,Station wagon,14770,VAT deductible,24000.0,1.0,2021-05,No,Grey,metallic,4.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,999.0,1.0,77.0,Used,0.0,Cloth,Black,1449.0,4.6,5.5,4.0,105.0
Opel Astra,Sedans,13998,VAT nondeductible,11176.0,1.0,2022-03,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Multi-function steering wheel,Power windows","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",5.0,1399.0,1.0,74.0,Used,0.0,Cloth,Black,1364.0,5.4,7.3,4.2,124.0
Opel Astra,Sedans,13990,VAT deductible,6038.0,1.0,2019-09,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Park Distance Control,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",5.0,999.0,1.0,66.0,Used,60.0,Cloth,Black,1308.0,4.7,5.4,4.2,107.0
Opel Astra,Station wagon,13990,VAT deductible,22208.0,1.0,2022-03,No,Silver,metallic,4.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,1.0,81.0,Used,0.0,Part leather,Black,1449.0,4.6,5.8,3.9,122.0
Opel Astra,Sedans,13990,VAT deductible,25000.0,1.0,2021-05,No,Grey,metallic,4.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,999.0,1.0,77.0,Used,0.0,Cloth,Black,1427.0,4.5,5.4,4.0,104.0
Opel Astra,Station wagon,13990,VAT deductible,9431.0,1.0,2021-03,Yes,White,metallic,4.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,CD player,On-board computer,Radio,USB",Touch screen,"Central door lock,Daytime running lights,Driver-side airbag,Isofix,Passenger-side airbag,Side airbag,Traction control",6.0,1000.0,1.0,77.0,Used,0.0,Cloth,Black,1449.0,4.6,5.5,4.0,105.0
Opel Astra,Sedans,13990,VAT nondeductible,40275.0,1.0,2022-03,No,White,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,Cruise control,On-board computer,"Alloy wheels,Touch screen","ABS,Alarm system,Central door lock,Electronic stability control,Side airbag",6.0,999.0,1.0,77.0,Used,6.0,Cloth,Black,1308.0,4.5,5.4,4.0,104.0
Opel Astra,Sedans,13990,VAT deductible,29548.0,1.0,2021-06,Yes,Brown,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1399.0,1.0,92.0,Used,12.0,Cloth,Black,1278.0,5.4,7.1,4.4,124.0
Opel Astra,Sedans,13990,VAT nondeductible,15000.0,1.0,2021-03,No,Red,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Tinted windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Catalytic Converter,Touch screen,Voice Control","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",5.0,999.0,1.0,77.0,Used,0.0,Cloth,Black,1308.0,4.5,5.4,4.0,104.0
Opel Astra,Station wagon,13990,VAT nondeductible,22391.0,1.0,2022-02,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1399.0,1.0,92.0,Used,24.0,Cloth,Black,1278.0,5.1,6.3,4.3,117.0
Opel Astra,Sedans,13990,VAT deductible,6805.0,2.0,2021-04,No,White,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1399.0,1.0,74.0,Employee's car,0.0,Cloth,Black,1244.0,5.4,7.3,4.2,124.0
Opel Astra,Compact,13990,VAT nondeductible,16543.0,1.0,2022-03,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows,Start-stop system","Bluetooth,MP3,On-board computer,Radio,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1399.0,1.0,110.0,Used,24.0,Cloth,Black,1278.0,5.1,6.3,4.3,117.0
Opel Astra,Sedans,13990,VAT deductible,21874.0,1.0,2022-04,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Touch screen,Voice Control","ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,1.0,81.0,Used,12.0,Cloth,Black,1890.0,4.4,5.5,3.7,93.0
Opel Astra,Sedans,14390,VAT deductible,11068.0,1.0,2022-05,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Touch screen,"ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,1399.0,1.0,74.0,Used,0.0,Cloth,Black,1244.0,5.4,7.3,4.2,124.0
Opel Astra,Sedans,14430,VAT nondeductible,10.0,0.0,2023-04,No,Red,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",5.0,999.0,0.0,77.0,New,0.0,Cloth,Black,1308.0,4.85,5.5,4.2,107.0
Opel Astra,Sedans,14440,VAT deductible,28891.0,1.0,2022-02,Yes,Black,metallic,4.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,On-board computer,Radio,USB",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,1.0,81.0,Used,12.0,Cloth,Black,1427.0,3.4,3.9,3.1,90.0
Opel Astra,Sedans,14400,VAT deductible,26192.0,1.0,2022-03,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Power windows,Rain sensor,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,81.0,Employee's car,12.0,Cloth,Black,1328.0,3.6,4.0,3.3,95.0
Opel Astra,Station wagon,14400,VAT nondeductible,30649.0,1.0,2022-04,No,Red,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Navigation system,Park Distance Control,Power windows,Start-stop system","On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6.0,1598.0,1.0,100.0,Employee's car,0.0,Cloth,Black,1328.0,3.9,4.7,3.5,104.0
Opel Astra,Sedans,14390,VAT deductible,22750.0,1.0,2021-07,No,White,metallic,5.0,5.0,Manual,3.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,USB",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5.0,999.0,1.0,77.0,Employee's car,0.0,Cloth,Black,1308.0,4.65,5.4,3.9,104.0
Opel Astra,Station wagon,14300,VAT nondeductible,19327.0,1.0,2022-01,No,Silver,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,81.0,Used,24.0,Cloth,Black,1360.0,3.7,4.2,3.3,97.0
Opel Astra,Compact,14300,VAT nondeductible,18532.0,1.0,2022-01,No,Silver,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows,Start-stop system","Bluetooth,MP3,On-board computer,Radio,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,81.0,Used,24.0,Cloth,Black,1360.0,3.7,4.2,3.3,97.0
Opel Astra,Compact,14300,VAT nondeductible,19327.0,1.0,2022-01,No,Silver,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows,Start-stop system","Bluetooth,MP3,On-board computer,Radio,USB",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,81.0,Used,24.0,Cloth,Black,1360.0,3.7,4.2,3.3,97.0
Opel Astra,Station wagon,14300,VAT nondeductible,17100.0,1.0,2022-01,No,Silver,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,1.0,81.0,Used,24.0,Cloth,Black,1360.0,3.7,4.2,3.3,97.0
