make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Audi A3,Station wagon,27400,VAT deductible,4999.0,1.0,2022-01,Yes,Silver,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Roof rack","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,999.0,0.0,85.0,Demonstration,0.0,Part leather,Black,1335.0,5.1,5.8,4.7,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27450,VAT deductible,220.0,0.0,2023-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Voice Control","ABS,Central door lock,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",7.0,1498.0,0.0,110.0,New,0.0,Cloth,Black,1345.0,5.2,6.4,4.4,117.0
Audi A3,Sedans,27470,VAT deductible,0.0,0.0,2023-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport suspension,Voice Control","ABS,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,New,24.0,Cloth,Grey,1285.0,4.0,4.2,3.9,106.0
Audi A3,Sedans,27400,VAT deductible,4999.0,1.0,2022-01,Yes,Silver,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Roof rack","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,999.0,0.0,85.0,Demonstration,0.0,Part leather,Black,1355.0,5.1,5.8,4.7,117.0
Audi A3,Sedans,27488,VAT deductible,10.0,1.0,2022-05,Yes,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1498.0,0.0,110.0,Pre-registered,0.0,Cloth,Black,1345.0,5.2,6.4,4.4,117.0
Audi A3,Sedans,27488,VAT deductible,10.0,1.0,2022-05,Yes,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1498.0,0.0,110.0,Pre-registered,0.0,Cloth,Black,1345.0,5.2,6.4,4.4,117.0
Audi A3,Sedans,27450,VAT deductible,220.0,0.0,2023-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Voice Control","ABS,Central door lock,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",7.0,1498.0,0.0,110.0,New,0.0,Cloth,Black,1345.0,5.2,6.4,4.4,117.0
Audi A3,Sedans,27449,VAT deductible,14.0,0.0,2023-02,Yes,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1584.0,0.0,85.0,New,0.0,Cloth,Black,1430.0,4.5,5.2,4.1,119.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27350,VAT deductible,50.0,1.0,2022-03,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer",Alloy wheels,"ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",7.0,1598.0,0.0,85.0,Pre-registered,36.0,Part leather,Black,1355.0,4.0,4.2,3.9,106.0
Audi A3,Sedans,27400,VAT deductible,6515.0,1.0,2023-02,No,Grey,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1355.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,26800,VAT deductible,1.0,1.0,2023-02,No,White,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,MP3,Radio,Sound system,USB","Alloy wheels,Sport seats,Voice Control","ABS,Adaptive Cruise Control,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,12.0,Cloth,Black,1360.0,3.9,4.2,3.7,103.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27400,VAT nondeductible,10.0,1.0,2023-04,No,White,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Cruise control,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors rear,Rain sensor","Bluetooth,Hands-free equipment",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1355.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,27370,VAT deductible,5800.0,1.0,2020-02,Yes,Grey,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Catalytic Converter,Roof rack","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1498.0,0.0,110.0,Employee's car,0.0,Cloth,Black,1355.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27410,VAT deductible,5.0,1.0,2022-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Touch screen","ABS,Adaptive headlights,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",7.0,1498.0,0.0,110.0,Pre-registered,36.0,Cloth,Black,1325.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,26800,VAT deductible,10.0,1.0,2023-02,No,Silver,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,Navigation system,"Bluetooth,Hands-free equipment",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1355.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,27350,VAT deductible,50.0,1.0,2022-03,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer",Alloy wheels,"ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",7.0,1598.0,0.0,85.0,Pre-registered,36.0,Part leather,Black,1355.0,4.0,4.2,3.9,106.0
Audi A3,Sedans,27318,VAT deductible,20.0,0.0,2023-02,No,Grey,metallic,5.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Seat heating","Bluetooth,Hands-free equipment,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Immobilizer,Isofix,LED Daytime Running Lights,Power steering,Side airbag,Xenon headlights",7.0,1498.0,0.0,110.0,New,0.0,Cloth,Black,1355.0,5.1,6.4,4.4,117.0
Audi A3,Sedans,27300,VAT deductible,15500.0,1.0,2023-01,No,Red,metallic,5.0,5.0,Automatic,3.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Park Distance Control,Power windows","On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Xenon headlights",7.0,999.0,0.0,85.0,Used,24.0,Cloth,Black,1760.0,5.1,5.5,4.1,117.0
Audi A3,Sedans,27300,VAT deductible,10.0,1.0,2023-05,No,Silver,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Cruise control,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1360.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,27300,VAT nondeductible,10.0,1.0,2023-04,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Shift paddles,Sport package,Sport seats,Sport suspension,Voice Control","ABS,Adaptive headlights,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1360.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,27300,VAT deductible,5000.0,1.0,2023-05,No,Red,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Park Distance Control,Power windows","On-board computer,Radio","Alloy wheels,Sport suspension","ABS,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Xenon headlights",7.0,1598.0,0.0,85.0,Used,24.0,Cloth,Black,1845.0,4.0,4.2,3.8,104.0
Audi A3,Compact,27288,VAT nondeductible,14.0,0.0,2023-02,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","CD player,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",7.0,1968.0,0.0,110.0,New,0.0,Cloth,Black,1395.0,4.0,5.0,3.0,109.0
Audi A3,Sedans,27300,VAT deductible,10.0,1.0,2023-05,No,Black,metallic,5.0,5.0,Automatic,4.0,front,Diesel,Euro 6,"Cruise control,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,1598.0,0.0,85.0,Pre-registered,0.0,Cloth,Black,1360.0,3.9,4.1,3.7,103.0
Audi A3,Sedans,27250,VAT deductible,3400.0,1.0,2022-02,No,White,metallic,4.0,5.0,Automatic,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Roof rack,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",7.0,999.0,0.0,85.0,Used,0.0,Cloth,Black,1340.0,5.1,5.8,4.7,117.0
